wamas	n. sg. nom.			50
wax	m. du. acc.			50
SIwa	n. sg. nom.		pp.	50
praBqwi	adv.			50
mqwa	m. sg. nom.	mq	pp.	50
man	pr. [4] md. sg. 3			50
mEwreya	m. sg. nom.			50
loka	m. pl. acc.			50
kqwavaw	m. sg. nom.	kq	ppa.	50
kq	pr. ps. sg. 3			50
xeva	m. pl. acc.			50
bIja	n. sg. nom.			50
vipra	m. pl. nom.			49
sugrIva	m. sg. nom.			49
Sreyas	n. sg. nom.			49
sawya	n. sg. i.			49
niScaya	m. sg. nom.			49
mukwa	m. sg. nom.	muc	pp.	49
ka	m. sg. g.			49
ji	opt. [1] ac. sg. 3			49
jap	opt. [1] ac. sg. 3			49
ixam	f. sg. g.			49
han	pft. ac. sg. 3			49
BiwwvA	abs.	Bix		49
anya	n. sg. acc.			49
Agawa	m. sg. nom.	Agam	pp.	49
viviXa	m. pl. i.			48
svAhA	ind.			48
SreRTa	n. sg. nom.			48
Sloka	m. sg. nom.			48
sIwA	f. sg. nom.			48
sAXu	n. sg. acc.			48
mAwq	f. sg. g.			48
max	* sg. dat.			48
lakRmaNa	m. sg. acc.			48
karman	n. pl. acc.			48
ixam	n. sg. loc.			48
xvi	n. du. nom.			48
xiS	f. pl. acc.			48
bqhaspawi	m. sg. nom.			48
brAhmaNa	m. sg. acc.			48
bANa	m. pl. i.			48
Ayus	n. sg. nom.			48
yuXiRTira	m. sg. acc.			47
vipra	m. sg. nom.			47
SuBa	n. sg. acc.			47
SrI	f. sg. nom.			47
Siva	m. sg. acc.			47
sama	n. sg. acc.			47
qRi	m. pl. g.			47
rAma	m. sg. i.			47
puruRa	m. pl. nom.			47
prahasaw	m. sg. nom.	prahas	ppr. [1] ac.	47
man	pr. [4] md. sg. 2			47
kq	imp. ps. sg. 3			47
jala	n. sg. loc.			47
eka	m. pl. nom.			47
xvija	m. pl. voc.			47
XAray	ca. opt. ac. sg. 3			47
BU	per. fut. ac. sg. 3			47
BU	imp. [1] ac. sg. 3			47
agni	m. sg. acc.			47
Sukra	m. sg. nom.			46
suKin	m. sg. nom.			46
sixXa	n. sg. nom.	siX	pp.	46
sarva	f. pl. acc.			46
Sakwi	f. sg. nom.			46
pqWivI	f. sg. nom.			46
priya	m. sg. nom.			46
kRawriya	m. sg. nom.			46
kRawriya	m. pl. nom.			46
kq	fut. ac. sg. 3			46
hq	opt. [1] ac. sg. 3			46
xqRta	m. sg. nom.	xqS	pp.	46
xravya	n. sg. nom.			46
xehin	m. pl. g.			46
BiRaj	m. sg. nom.			46
Barwq	m. sg. acc.			46
amqwa	n. sg. nom.		pp.	46
vqwwi	f. sg. nom.			45
viRNu	m. sg. acc.			45
vIrya	n. sg. nom.		pfp. [1]	45
uwwama	m. sg. nom.			45
SUxra	m. sg. nom.			45
sWA	imp. [1] ac. sg. 2			45
Srowum	inf.	Sru		45
sarva	n. pl. acc.			45
sahaxeva	m. sg. nom.			45
prokwa	m. sg. nom.	pravac	pp.	45
priya	n. sg. acc.			45
pIwvA	abs.	pA		45
paranwapa	m. sg. voc.			45
paxa	n. sg. nom.			45
manas	n. sg. g.			45
max	* sg. loc.			45
kRipwvA	abs.	kRip		45
kRaya	m. sg. acc.			45
jFA	pr. [9] ac. sg. 3			45
han	opt. [2] ac. sg. 3			45
xiRti	f. sg. i.			45
xiS	f. pl. nom.			45
Xqwi	f. sg. nom.			45
bahu	n. sg. acc.			45
aXunA	adv.			45
vaXa	m. sg. nom.			44
wuRta	m. sg. nom.	wuR	pp.	44
wAra	n. sg. nom.			44
sWAna	n. sg. nom.			44
Siva	m. sg. dat.			44
SIwa	m. sg. nom.		pp.	44
SarIra	n. sg. nom.			44
raWa	m. sg. acc.			44
prApwa	m. sg. nom.	prAp	pp.	44
piwAmaha	m. sg. voc.			44
parvawa	m. sg. nom.			44
paFcama	m. sg. nom.			44
nArAyaNa	m. sg. acc.			44
mAs	m. sg. loc.			44
kaWay	pr. ps. sg. 3			44
karman	n. sg. loc.			44
ISvara	m. sg. acc.			44
Gora	n. sg. nom.			44
Gora	n. sg. acc.			44
gOwama	m. sg. nom.			44
baxXa	m. sg. nom.	banX	pp.	44
vijFeya	m. sg. nom.	vijFA	pfp. [1]	43
varuNa	m. sg. nom.			43
vahni	m. sg. nom.			43
ukwa	f. sg. nom.	vac	pp.	43
